region,fluggebiet,site_name,latitude,longitude,elevation_m,wind_N,wind_NE,wind_E,wind_SE,wind_S,wind_SW,wind_W,wind_NW,slope_azimuth,slope_angle,kritischer_foehn,terrain_type,analyse_region,bemerkungen_flug,bemerkung_flug_effekt,bemerkungen_sicherheit,bemerkung_sicherheit_effekt,bemerkungen_sonstiges
Schwyz,Rigi,Rigi Kulm,47.0549,8.4862,1748,0,1,1,1,1,1,1,0,,,Süd,voralpen,Mittelland Zentral,,,,,
Wallis,Mayen,Mayen,46.3143,6.88437,862,0,0,0,1,1,1,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,"Steile Grasstartwiese, auch für Anfänger geeignet. Nicht im Dorf parken!"
Wallis,Sarreyer,Petit Combin,45.9838,7.266,3640,0,0,0,1,1,1,0,0,,,Beide,hochalpin,Mattertal / Saastal,,,,,
Wallis,La Chaux Anteme,Les Lués,46.0957,6.9715,2000,0,1,1,1,1,0,0,0,,,Beide,hochalpin,Unterwallis,,,,,
Waadt,La Barilette,La Barillette (or:Les Burnes Gelées),46.4294,6.13222,1420,0,0,0,1,0,0,0,0,,,Süd,mittelland,Genferseeregion,Maximalwind 15-20 km/h.,HARTES CAP: Maximalwind 15-20 km/h → Stunden darüber nicht nutzbar; liegt der Tageswind drüber → Rating 1/blockiert.,"Achtung TMA des Flughafens Genf. Enger, bewaldeter Startkorridor mit möglichen Turbulenzen.","LUFTRAUM+STATISCH: TMA Genf beachten (Hinweis); enger bewaldeter Startkorridor mit Turbulenzen → Start-caution, bei böigem Wind kritisch.",10 Min. Fussweg abwärts vom Parkplatz. Windinfo MeteoSchweiz an der La Dôle. Details auf der Club-Website.
Bern,Chasseral Nord,Mont-Soleil,47.1584,6.9939,1156,0,0,1,1,1,1,0,0,,,Süd,jura,Jura West,,,Wenig Platz am Start - Vorsicht bei der Platzwahl.,STATISCH: wenig Platz am Start → Start-caution bei der Platzwahl.,Grasstartplatz (ähnlich Wimbledon).
Fribourg,Vounetse,Gastlosen,46.595,7.2828,1555,1,1,1,0,0,1,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Solothurn,Obere Wengi,Hohe Winde,47.343,7.5797,1205,1,1,0,0,0,0,0,1,,,Süd,jura,Jura Zentral,,,,,"Startplatz auf 1205 m auf dem Gipfel der Hohen Winde. Geeignet bei Wind aus NW, N oder NE."
Schwyz,Euthal,Euthal,47.0936,8.82327,988,1,0,0,0,0,0,0,1,,,Süd,voralpen,Mittelland Zentral,,,,,Mehrere Startmöglichkeiten; ca. 15 Minuten Fussweg vom Landeplatz.
Wallis,Haute-Nendaz,Plan du fou,46.1409,7.29533,2447,0,0,1,0,0,0,1,0,,,Beide,hochalpin,Unterwallis,West-Start nur bei stärkerem Wind nutzbar.,Options-Regel: West-Start nur bei frischem Wind zählen; bei Schwachwind zählt nur der Ost-Start als Fenster.,West-Start: sehr kurze Startbahn mit steilen Klippen.,STATISCH: West-Start sehr kurze Bahn mit Klippen → hohe caution; nur mit ausreichend Wind nutzen (siehe Flug-Regel).,Startplatz 200 m links der Bergstation der Seilbahn von Siviez; beste Startrichtung Ost.
Schwyz,Hoch-Ybrig,Hoch-Ybrig,46.9995,8.8018,1813,1,1,0,0,0,0,0,1,,,Süd,alpen,Zentralschweizer Voralpen,,,,,
Zentralschweiz,Herlisberg,Herlisberg,47.1983,8.23307,711,0,1,1,0,0,0,0,0,,,Süd,mittelland,Zentrales Mittelland,,,,,"Grosses, grasbewachsenes Feld; Toplandung möglich."
Waadt,Dent de Vaulion,Le Pont-Vallée de Joux,46.661,6.3353,1078,0,0,0,0,0,1,0,0,,,Süd,mittelland,Genferseeregion,,,,,Startplatz auf einem Feld auf dem Hügelgipfel.
Graubünden,Gotschnagrat,Madrisa nord-ost,46.9045,9.87797,2072,0,0,1,1,1,1,1,0,,,Beide,alpen,Prättigau - Davos,,,,,"Gut geeignete Startwiese, einfacher Start."
Wallis,Chalavornaire,Grammont,46.3575,6.8211,2147,0,0,0,0,1,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,"Grosse, grasbewachsene Wiese."
Waadt,La Dole,La Dôle,46.4252,6.09989,1660,0,0,1,1,0,0,1,1,,,Süd,mittelland,Genferseeregion,Nur bei Ost- bis Südostwind startbar.,HARTES GATE: nur bei Ost- bis Südostwind startbar (Klippenstart) — andere Richtung → Rating 1 (verschärft den Sektor: keine Toleranz).,Klippenstart - Achtung vor abruptem Höhenverlust beim Start.,"STATISCH: Klippenstart mit abruptem Höhenverlust → caution, saubere Starttechnik nötig.",Startplatz auf 1680 m.
Wallis,Soi d'en Haut,Mex Aiguille,46.1897,6.98146,1821,1,1,1,1,0,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,"Kein Tandemstart! Vorsicht vor Büschen und Bäumen am Startpfad, Leitungen beachten.",REGEL+STATISCH: kein Tandemstart; Büsche/Bäume am Startpfad und Leitungen → Hindernis-caution.,"Startplatz auf einem Pfad zwischen Bäumen, 10 m unterhalb des Gipfels. Beste Windrichtung ONO."
Solothurn,Brandberg,Brandberg,47.2982,7.5684,1026,0,1,1,1,1,0,0,0,,,Süd,jura,Jura Zentral,,,Vor dem Fliegen Genehmigung einholen: www.flugschule-jura.ch,GENEHMIGUNG: ohne Freigabe der Flugschule kein Start → organisatorisches no_go bis Genehmigung vorliegt.,Startplatz der lokalen Flugschule.
Solothurn,Obere Wengi,Sonnenberg,47.3247,7.6038,1156,0,0,0,1,1,0,0,0,,,Süd,jura,Jura Zentral,,,Vor dem Fliegen Genehmigung erforderlich: www.flugschule-jura.ch,GENEHMIGUNG: ohne Freigabe der Flugschule kein Start → organisatorisches no_go bis Genehmigung vorliegt.,Startplatz der örtlichen Flugschule.
Berneroberland,Wispile,Wispile Mitte,46.4487,7.2958,1640,1,1,0,0,0,0,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,Alternativer Startplatz auf der Wispile: von der Mittelstation der Gondel 200 m nach rechts oben.
Tessin,Monte Tamaro,Tamaro -Gipfel,46.1088,8.88548,1839,0,0,0,1,1,1,0,0,,,Nord,alpen,Tessin Zentral,,,,,
Tessin,Cima di Medeglia,Cima di Medeglia,46.1299,8.94648,1245,0,0,0,0,0,1,0,0,,,Nord,alpen,Tessin Zentral,,,,,
Graubünden,Schatzalp,Medergen-Wangegg,46.8035,9.75457,2279,0,0,0,0,0,1,1,0,,,Beide,alpen,Prättigau - Davos,,,,,Start am Hang.
Tessin,Parusciana,Parusciana,46.241,9.0539,1210,0,0,0,1,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,"Schöner, grasbewachsener Startplatz mit Windsack."
Graubünden,Bündner Rigi,Bündner Rigi,46.7488,9.17434,1579,0,1,1,0,0,0,0,0,,,Beide,hochalpin,Surselva,,,,,"Grosse Wiese direkt unterhalb der Strasse, gut geeignet als Startplatz."
Graubünden,Ladir,Riein,46.7553,9.24559,1710,0,0,0,0,0,0,1,0,,,Beide,hochalpin,Surselva,,,"Nicht nutzen, wenn das Gras nicht gemäht ist.","SPERRE (Zustand): bei ungemähtem Gras nicht nutzen → dann no_go, vor Ort prüfen.",
Zentralschweiz,Göschnenalpsee,Göscheneralpsee,46.646,8.49981,1725,0,0,1,0,0,0,0,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,Fliegen am Damm.
Graubünden,Muottas Muragl,Muottas Muragl,46.5219,9.90202,2453,0,0,0,0,1,1,0,0,,,Beide,hochalpin,Engadin Ober,,,,,
Tessin,St. Maria,Sasso della Guardia,46.219,9.18354,2040,0,0,0,0,1,1,1,0,,,Nord,alpen,Tessin Zentral,Nur bei Gegenwind oder Windstille nutzbar (40 Grad Neigung).,HARTES GATE: Start nur bei Gegenwind oder Windstille (40° Neigung) — Seiten-/Rückenwindstunden zählen nicht als Startfenster.,Bei anderem Wind hohe Absturzgefahr beim Start - unbedingt Gegenwind oder Windstille abwarten.,WETTER-TRIGGER (hart): ohne Gegenwind oder Windstille hohe Absturzgefahr beim Start (40° Neigung) → Seiten-/Rückenwindstunden = no_go am Start.,
Tessin,St. Maria,Piz di Renten (Cima Croce),46.2924,9.14406,2122,0,0,0,0,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,
Tessin,St. Maria,Bogiàn,46.2314,9.13764,685,0,0,0,0,1,1,0,0,,,Nord,alpen,Tessin Zentral,"Optimal für abendliche dynamische Flüge, bei guten Bedingungen mit Sonnenuntergangsblick.",FENSTER-VERSCHIEBUNG: Abend-Spot (dynamische Abendflüge) → best_window abends; schwache Mittagsthermik nicht überbewerten.,Privatgelände - besondere Rücksicht und Respekt erforderlich.,"REGEL: Privatgelände → besondere Rücksicht; Hinweis, kein Status-Einfluss.",Anreisezeit 35-40 Minuten.
Tessin,St. Maria,El Pizzèt,46.252,9.20961,2168,0,0,0,0,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,"Langer Hike&Fly mit 2000 m Aufstieg, Ausblick auf die Täler von Grono und Cama."
Tessin,Parusciana,Corno di Gesero,46.1851,9.13082,2181,0,0,0,1,1,1,0,0,,,Nord,alpen,Tessin Zentral,,,,,Startplatz unterhalb des Kommunikationsgebäudes.
Tessin,Parusciana,Piz de Molinera,46.2704,9.06791,2233,0,0,0,1,1,1,0,0,,,Nord,alpen,Tessin Zentral,,,,,Startplatz rechts des Gipfels.
Tessin,St. Maria,Laghet de Sambrog,46.2599,9.24556,2067,0,0,0,1,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,
Tessin,Malvaglia,Piz Uccello,46.4982,9.19884,2657,0,0,0,1,1,1,0,0,,,Beide,hochalpin,Engadin Unter,,,,,
Tessin,St. Maria,"Campel Alt, Passo di",46.3306,9.27341,2039,0,0,0,1,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,
Zentralschweiz,Zug,Zugerberg,47.1478,8.53573,938,0,0,0,0,0,1,1,1,,,Süd,voralpen,Mittelland Zentral,,,,,"Grosse, eher flache Wiese; Toplanding möglich."
Schwyz,Rotenflue,Rotenflue,47.0186,8.70177,1554,0,0,1,1,1,1,1,0,,,Süd,alpen,Zentralschweizer Voralpen,,,,,Mehrere Startmöglichkeiten; Rampe für Hängegleiter.
Graubünden,Varuna,Stabli da Varuna,46.3492,10.0374,1922,0,0,0,1,1,1,0,0,,,Beide,hochalpin,Engadin Ober,,,,,
Tessin,Cari,"Carì, Lago di Pro da Lèi",46.512,8.82048,2293,0,0,1,1,1,1,1,0,,,Nord,hochalpin,Tessin Nord,Dezember bis März einfacher Start im Skigebiet; ausserhalb der Skisaison anspruchsvoll.,"SAISON-KONTEXT: Dez-März normal bewerten (Skigebiet); ausserhalb der Saison erschwerter Start → konservativeres Rating, kein hartes Cap.",Ausserhalb der Skisaison Vorsicht vor grossen Felsen - nur für fortgeschrittene Piloten.,"SAISON: ausserhalb der Skisaison grosse Felsen → Start-caution, nur fortgeschrittene Piloten.",
Tessin,Cari,Brusada,46.505,8.82025,2011,0,0,1,1,1,1,1,0,,,Nord,hochalpin,Tessin Nord,,,,,
Tessin,Cari,"Carì, diint",46.4977,8.82694,1733,0,0,0,1,1,1,0,0,,,Nord,hochalpin,Tessin Nord,,,,,
Wallis,Virage,Vionnaz Turn,46.3195,6.87959,1002,0,0,0,1,1,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,Steiler Hang - erhöhtes Risiko bei Fehlstarts und Landungen.,STATISCH: steiler Hang → erhöhtes Risiko bei Fehlstarts/Landungen; caution.,Geeignet für dynamische Starts bei passendem Wind.
Wallis,Frassette,Vionnaz Frassette Lieu-dit Pro-de-Chaud,46.3207,6.86777,1311,0,0,1,1,0,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,
Waadt,Les Pleiades,Lally,46.4782,6.90986,1236,0,0,0,1,1,1,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,
Tessin,Malvaglia,"Camou, Pian San Giacomo",46.4204,9.23573,1348,0,0,0,1,1,1,0,0,,,Nord,alpen,Tessin Zentral,,,Seitenwindgefahr bei Start an der Wasserstation - besser vom Rasen am Strassenende unter den Bäumen starten.,WETTER-TRIGGER: Seitenwind an der Wasserstation → besser vom Alternativplatz am Strassenende starten (caution + Empfehlung).,
Berneroberland,Interlaken,Hohwald,46.714,7.82397,1585,0,0,1,1,1,1,1,0,,,Beide,alpen,Berner Voralpen,,,,,
Wallis,Les Verneys,Les Verneys,46.2469,7.04653,1169,1,0,0,0,0,1,1,1,,,Süd,alpen,Waadtländer Alpen,,,,,
Wallis,Soi d'en Haut,Valerette,46.2062,6.94799,2019,1,1,1,1,1,0,1,1,,,Süd,alpen,Waadtländer Alpen,,,,,
Graubünden,Corvatsch,Soglio,46.3456,9.54813,1504,0,0,0,1,1,1,0,0,,,Beide,hochalpin,Engadin Unter,,,Hohes Gras und weidende Tiere beachten.,ZUSTAND: hohes Gras und weidende Tiere → vor Ort prüfen; caution.,Grosse Almwiesen mit viel Platz.
Waadt,Roc Orsay,Les Bouquetins,46.3205,7.06878,1849,0,0,0,0,1,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,
Waadt,Roc Orsay,L’Alpe des Chaux,46.2953,7.10909,1809,0,0,0,1,1,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,
Fribourg,Schwyberg,Cousimbert,46.6919,7.18543,1633,1,1,0,0,0,1,1,1,,,Süd,voralpen,Schwarzsee / Gantrisch,,,Startplatz von Dezember bis Juni gesperrt.,"SPERRE (Saison): Dezember bis Juni gesperrt → in diesem Zeitraum no_go, unabhängig vom Wetter.",
Fribourg,Le Levanchy,Vacheresse,46.5634,7.13173,1800,1,0,0,0,0,1,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Fribourg,Le Levanchy,Tsermont,46.5378,7.14026,2139,0,0,0,0,0,1,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Fribourg,Le Levanchy,Vanil du Van,46.5436,7.12935,1966,0,0,0,0,0,1,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Fribourg,Le Levanchy,les Millets,46.5044,7.09002,1858,0,0,0,0,1,1,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Fribourg,Le Levanchy,Pra de Cray,46.495,7.11099,2083,0,0,0,1,1,1,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Fribourg,Le Levanchy,l'Aiguille,46.4869,7.07028,1712,0,0,0,1,1,1,0,0,,,Süd,voralpen,Freiburger Voralpen,,,,,
Waadt,En Curnaux,En Curnaux,46.2972,7.02401,1166,0,0,0,0,1,1,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,
Wallis,Chou ou Tsou,Randonnaz,46.1679,7.14594,1370,0,0,0,1,1,1,1,0,,,Beide,hochalpin,Unterwallis,,,,,Gute Wiese als Startplatz.
Wallis,Les Verneys,La Tourche,46.2143,7.06211,2184,1,1,0,0,1,1,1,1,,,Süd,alpen,Waadtländer Alpen,,,,,
Tessin,Cima di Medeglia,Monte Bar,46.1,9.01319,1587,0,0,0,1,1,1,0,0,,,Nord,alpen,Tessin Zentral,,,,,
Tessin,Cima di Medeglia,Moschera,46.0851,8.95059,1139,0,0,0,1,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,
Tessin,Mornera,Capanna Albagno,46.2223,8.95643,1858,0,0,0,1,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,,,
Wallis,Chou ou Tsou,Chou (tsou),46.1918,7.16051,1455,0,0,1,1,0,0,0,0,,,Beide,hochalpin,Unterwallis,,,,,
Berneroberland,Schatthorn,Seewlen oben,46.4739,7.48208,2090,0,0,0,0,0,1,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Berneroberland,Schatthorn,Seewlen,46.4718,7.47815,1960,0,0,0,0,0,1,1,1,,,Süd,voralpen,Freiburger Voralpen,,,,,
Tessin,St. Maria,Ceta,46.3966,9.21137,1530,0,0,1,1,1,0,0,0,,,Nord,alpen,Tessin Zentral,Gut am Morgen bis 12:00 Uhr (Ostausrichtung).,"FENSTER-CAP: Ost-Ausrichtung → produktiv nur bis ~12:00; best_window vormittags, Nachmittagsstunden abwerten.",,,Korridor führt zur Haupt-Thermikquelle.
Tessin,Malvaglia,"Suossa, San Bernardino",46.4411,9.20046,1700,0,0,0,1,1,0,0,0,,,Nord,alpen,Tessin Zentral,Geeignet für Thermikflüge am Sommerabend (Westseite der Berge gut erreichbar).,FENSTER-VERSCHIEBUNG: Sommerabend-Spot (Westseiten erreichbar) → best_window abends; Tag nicht allein nach Mittagswerten bewerten.,,,Startplatz einfach vom Parkplatz Du Lac erreichbar.
Tessin,Malvaglia,"Bocchetta de Curciusa, San Bernardino",46.4535,9.22686,2280,0,0,0,0,1,1,1,0,,,Nord,alpen,Tessin Zentral,,,Kurze Startbahn - nur für Piloten mit viel Alpinerfahrung.,ANSPRUCH: kurze Startbahn → nur mit viel Alpinerfahrung; Start-caution.,
Tessin,Malvaglia,Bocca de Rogna - San Bernardino,46.4255,9.16408,2382,0,0,1,1,1,0,0,0,,,Nord,alpen,Tessin Zentral,Morgens gut für Hike & Fly.,FENSTER-VERSCHIEBUNG: Morgen-Spot (Hike&Fly) → best_window morgens; Nachmittag nicht massgeblich.,,,Empfohlene Route über die Pässe von San Bernardino.
Tessin,Malvaglia,"Confin, San Bernardino",46.4607,9.16336,2147,0,0,1,1,1,0,0,0,,,Nord,alpen,Tessin Zentral,,,,,"Leichter Grasstartplatz, geeignet für einfache Hike & Flys."
Tessin,St. Maria,Bochèta de Vegeina,46.3041,9.14708,2284,0,0,1,1,1,0,0,0,,,Nord,alpen,Tessin Zentral,,,,,"Startplatz auf grasbewachsener Kuppe, markiert durch einen Steinmann."
Waadt,Dent de Vaulion,Dent de Vaulion,46.684,6.3505,1466,0,0,0,0,0,0,0,1,,,Süd,mittelland,Genferseeregion,,,"Klippenstart - erfordert spezielle Technik, Absturzgefahr bei Fehlern; nur erfahrene Piloten.","STATISCH/ANSPRUCH: Klippenstart, Absturzgefahr bei Fehlern → nur erfahrene Piloten, hohe Start-caution.",
Waadt,Dent de Vaulion,L'Orient - Les Esserts,46.5927,6.24413,1275,0,0,0,0,0,0,0,1,,,Süd,mittelland,Genferseeregion,,,Am Startplatz im Korridor bleiben bis zum Ausgang.,REGEL: am Start im Korridor bleiben bis zum Ausgang → Verfahrens-Hinweis.,
Wallis,Croix de L'Aiguille,Les Pétis,46.1949,6.86982,1512,0,0,0,1,0,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,
Wallis,Vercorin,Vercorin,46.2594,7.52902,1297,0,0,0,0,0,0,1,0,,,Beide,hochalpin,Unterwallis,,,,,
Wallis,Soi d'en Haut,Les Giettes,46.2205,6.95777,1380,0,1,0,0,0,0,0,0,,,Süd,alpen,Waadtländer Alpen,,,,,
Wallis,Soi d'en Haut,Refuge de Chalin,46.1793,6.94771,2585,1,1,1,0,0,0,1,1,,,Süd,alpen,Waadtländer Alpen,Ost-Startplatz liegt tief und benötigt Gegenwind.,Mindest-Voraussetzung: tiefer Ost-Start braucht Gegenwind — bei Flaute/falscher Richtung erschwerter Start → konservativ bewerten; kein hartes Cap.,"Felsiger Startplatz, nur teilweise Grasbewuchs.","STATISCH: felsiger Startplatz, nur teilweise Gras → Start-caution.",
Waadt,Dent de Vaulion,Crêt Blanc,46.6454,6.34634,1406,0,0,0,0,0,0,1,0,,,Süd,mittelland,Genferseeregion,,,"Wenn das Soaring nicht trägt, rechtzeitig nach rechts Richtung Le Pont abdrehen. Notlandung links auf dem Plateau des Croisettes möglich.","VERFAHREN: trägt das Soaring nicht, rechtzeitig nach rechts Richtung Le Pont abdrehen; Notlandung auf Plateau des Croisettes → als caution/Verfahrenshinweis aufnehmen.",West-Startplatz; Hauptlandeplatz Le Pont.
Berneroberland,Wasserscheide,Obere Gurnigal,46.7489,7.46212,1538,0,1,1,1,0,0,0,0,,,Süd,hochalpin,Berner Oberland,,,,,"Leichter, sanfter Hang."
